feature,method_count,aggregated_score,score_std,rank_mean,rank_std,top_methods,entropy_reduction_ratio,mutual_information,chi2_stat,f_stat,pearson_r
intent_android.intent.action.PACKAGE_REMOVED,5,0.9582795025211308,0.06258370724649387,3.0,1.6733200530681511,"mutual_information, pearson_r, f_stat",0.8343297905387681,1.0,0.9753110915147952,0.9852200980890593,0.996536532463031
intent_android.net.conn.CONNECTIVITY_CHANGE,5,0.9438791483971105,0.052446383393298414,2.0,0.8944271909999159,"f_stat, pearson_r, chi2_stat",0.8887403589356686,0.8780224760477642,0.9526329070021198,1.0,1.0
intent_android.intent.action.PACKAGE_CHANGED,5,0.9386404141929402,0.07441092550355131,2.8,1.469693845669907,"chi2_stat, pearson_r, f_stat",0.869460345895384,0.8283770873566326,1.0,0.9962410878145069,0.999123549898178
intent_android.intent.action.PACKAGE_RESTARTED,5,0.8710078302467743,0.09390634036645518,5.0,1.2649110640673518,"pearson_r, chi2_stat, f_stat",0.7898909728077114,0.7321554708579151,0.9374487637990723,0.9158955150364714,0.9796484287327013
intent_android.intent.action.PACKAGE_ADDED,5,0.8487154122812482,0.07918885263247749,4.4,1.2,"pearson_r, entropy_reduction_ratio, f_stat",0.8899299121012628,0.7353127563612506,0.7930741312299951,0.860049526624448,0.9652107350892845
perm_android.permission.ACCESS_COARSE_LOCATION,5,0.6291677364908208,0.12332613050574137,7.0,0.8944271909999159,"pearson_r, entropy_reduction_ratio, mutual_information",0.6334581728856347,0.6162888049092415,0.5157923759196907,0.5234600813656786,0.8568392473738583
intent_android.intent.action.ACTION_POWER_CONNECTED,5,0.4170163606083597,0.19694596664278494,11.8,4.894895300208167,"pearson_r, mutual_information, chi2_stat",0.24811379985152598,0.5976604311706334,0.29999999999999993,0.23138504291815132,0.707922529101488
n_api_calls,4,0.49318603721611753,0.33898026495275385,204.2,397.90622010720057,"entropy_reduction_ratio, mutual_information, chi2_stat",1.0,0.6306350742368433,0.5662087855027235,0.2690863263410211,0.0
intent_android.intent.action.QUICKBOOT_POWERON,4,0.3506902904283454,0.19405962404078123,39.4,57.405923039351954,"pearson_r, entropy_reduction_ratio, chi2_stat",0.3167600640810874,0.1603295750953597,0.2980251788644127,0.2548807965528113,0.7234558375480559
n_providers,4,0.3275732985891997,0.189715682569631,207.8,394.60329446166566,"entropy_reduction_ratio, mutual_information, chi2_stat",0.5744846856787805,0.4929823068891453,0.329142115600449,0.1753106213295072,0.0659467634481163
n_used_permissions,4,0.31428434810100236,0.2342281280434042,209.2,394.40963477075456,"entropy_reduction_ratio, mutual_information, f_stat",0.6062997959181875,0.5879230418530885,0.13455654961517632,0.18211291390871479,0.060529439209844674
intent_android.intent.action.ACTION_POWER_DISCONNECTED,4,0.3078924089764346,0.21678254408200082,84.2,143.47668800191897,"pearson_r, chi2_stat, entropy_reduction_ratio",0.24811379985152598,0.052040673011007815,0.29999999999999993,0.23138504291815132,0.707922529101488
intent_com.google.android.c2dm.intent.RECEIVE,4,0.19861113590241578,0.10652283563678858,215.2,389.41052887665995,"mutual_information, entropy_reduction_ratio, f_stat",0.28116320668640316,0.36501479385374497,0.11005600245796326,0.14601847892046108,0.09080319759350644
perm_android.permission.SEND_SMS,3,0.23680708551960175,0.18734574814538055,38.2,38.00999868455667,"pearson_r, mutual_information, chi2_stat",0.12283331389933733,0.19374300342441034,0.14999999999999997,0.11035286172062836,0.6071062485536328
perm_com.android.launcher.permission.INSTALL_SHORTCUT,3,0.2284156325929665,0.19985631486027,75.0,116.16884263863525,"pearson_r, chi2_stat, entropy_reduction_ratio",0.1398834031816675,0.08124342932119487,0.16975737311385455,0.1271521847925682,0.6240417725555473
suspicious_Ldalvik/system/PathClassLoader;,3,0.2229784401822324,0.13667017360104936,217.0,391.21196300726797,"entropy_reduction_ratio, mutual_information, f_stat",0.42402368722450023,0.2891935801051694,0.14283101443595275,0.24046430659765777,0.018379612547881792
perm_android.permission.GET_TASKS,3,0.2093403841497378,0.2079097597968464,105.0,174.57032966687095,"pearson_r, chi2_stat, entropy_reduction_ratio",0.14972863833036554,0.01688606329412038,0.1498937195496901,0.11661524299752174,0.6135782565769913
perm_com.android.launcher.permission.UNINSTALL_SHORTCUT,3,0.20666581805425177,0.20329393842164928,93.8,148.75469740482146,"pearson_r, chi2_stat, entropy_reduction_ratio",0.12283331389933733,0.04303666609766033,0.14999999999999997,0.11035286172062836,0.6071062485536328
perm_android.permission.RECEIVE_BOOT_COMPLETED,3,0.184106645488152,0.20737686438737718,167.3,290.63372137451637,"pearson_r, entropy_reduction_ratio, f_stat",0.1527848795498129,0.0,0.08817354330849854,0.09232694756164496,0.5872478570208037
perm_com.google.android.c2dm.permission.RECEIVE,3,0.1786509825493549,0.08043119691505675,222.4,386.69657355606347,"entropy_reduction_ratio, mutual_information, f_stat",0.2890830029469828,0.25619840308121883,0.11036640887375243,0.15279501844178697,0.0848120794030335
intent_com.android.vending.INSTALL_REFERRER,3,0.15781333609759501,0.09053125022648086,264.8,379.6305572527059,"entropy_reduction_ratio, f_stat, chi2_stat",0.32731831391854255,0.09439953647012365,0.12762186174115547,0.16695053761993758,0.07277643073821585
intent_com.google.firebase.INSTANCE_ID_EVENT,3,0.1573284525803252,0.06855635791423004,250.6,378.27429201572767,"entropy_reduction_ratio, mutual_information, f_stat",0.29284560806461496,0.1344332279997427,0.12367535548741672,0.13126437494984886,0.10442369640000282
intent_com.google.firebase.MESSAGING_EVENT,3,0.137378880399925,0.05080339627483733,257.4,375.406233299342,"entropy_reduction_ratio, pearson_r, mutual_information",0.228847813745847,0.12190684156146168,0.0977152381373807,0.08707412672502814,0.15135038182990732
n_urls,2,0.4401764706869996,0.3818359124811166,36.0,27.9069883720906,"entropy_reduction_ratio, mutual_information, pearson_r",0.882586833411002,0.8485525133659781,0.012693006584505133,0.011545050636105555,0.4455049494374074
n_permissions,2,0.2774391357332371,0.2355834336203192,238.2,342.79404895651265,"entropy_reduction_ratio, mutual_information, pearson_r",0.5566495831414271,0.4877311983312443,0.0028745865671153284,0.0014001545950255592,0.3385401560313733
n_services,2,0.2608501727742195,0.19510921940329606,219.6,382.4869148088598,"mutual_information, entropy_reduction_ratio, pearson_r",0.47388925324715453,0.4788640373855938,0.06544558312357665,0.01757816697047731,0.26847382314429513
intent_android.intent.action.BOOT_COMPLETED,2,0.20075236251807144,0.18581947418044106,48.8,48.391734831477166,"pearson_r, mutual_information, entropy_reduction_ratio",0.1249305633456111,0.16482449186879436,0.07291591865293078,0.07502381289024497,0.5660670258327758
perm_android.permission.NFC,2,0.16371200845968192,0.20306796576857153,170.1,289.28954353726647,"pearson_r, chi2_stat, entropy_reduction_ratio",0.07996735695047248,0.0,0.10100415809327846,0.07350370224829371,0.564084825006365
perm_android.webkit.permission.PLUGIN,2,0.16335602289433895,0.20254412739140418,170.7,288.9660187634525,"pearson_r, chi2_stat, entropy_reduction_ratio",0.08162322770182129,0.0,0.09999999999999998,0.07245390149149078,0.5627029852783827
intent_android.intent.action.DOWNLOAD_COMPLETE,2,0.16335602289433895,0.20254412739140418,170.7,288.9660187634525,"pearson_r, chi2_stat, entropy_reduction_ratio",0.08162322770182129,0.0,0.09999999999999998,0.07245390149149078,0.5627029852783827
intent_android.intent.action.VIEW,2,0.10332509907259949,0.06634521215012891,363.1,420.72822581804513,"entropy_reduction_ratio, pearson_r, chi2_stat",0.1897234842969354,0.0,0.08709880440204516,0.08081947709230164,0.15898372957171525
n_activities,1,0.23665899423019682,0.18654225190085577,224.2,379.6574245290088,"entropy_reduction_ratio, mutual_information, pearson_r",0.5344690704633873,0.303373234431569,0.058804722857433954,0.017241790836331608,0.2694061525622621
n_receivers,1,0.221917783165439,0.17736702482422037,228.8,375.93797360734925,"entropy_reduction_ratio, mutual_information, pearson_r",0.48340761038591257,0.29936800402308156,0.032425103368822886,0.013318956849878785,0.2810692411994992
perm_android.permission.DOWNLOAD_WITHOUT_NOTIFICATION,1,0.21605816567380215,0.21381396333028416,37.4,13.124023773218333,"pearson_r, mutual_information, chi2_stat",0.04068029475855928,0.4489126860856151,0.04999999999999999,0.03568624876123657,0.5050115987635997
intent_android.net.wifi.WIFI_STATE_CHANGED,1,0.21322318632699858,0.1872008944146554,32.8,11.142710621747296,"pearson_r, mutual_information, chi2_stat",0.07910128406147239,0.2802670031576581,0.08874528463648833,0.06518186134147676,0.5528204984378973
perm_org.adw.launcher.permission.WRITE_SETTINGS,1,0.17058127182953106,0.21236467635237768,452.0,225.11419324422883,"mutual_information, pearson_r, entropy_reduction_ratio",0.0,0.48669851785363905,0.0,0.0,0.36620784129401635
perm_android.permission.MOUNT_UNMOUNT_FILESYSTEMS,1,0.16990403702854323,0.18133149115202551,57.8,52.02845375369135,"pearson_r, mutual_information, chi2_stat",0.05993478097115467,0.15573213850605092,0.06331482910379514,0.0463843515618101,0.5241540849999053
perm_telecom.mdesk.permission.WRITE_SETTINGS,1,0.16906341853128626,0.21011504483917984,452.2,224.7241865042568,"mutual_information, pearson_r, entropy_reduction_ratio",0.0,0.4791092513624149,0.0,0.0,0.36620784129401635
suspicious_Ldalvik/system/DexClassLoader;,1,0.16736134160651828,0.19096553063573243,89.6,106.62945184141199,"pearson_r, entropy_reduction_ratio, mutual_information",0.1468002326517606,0.08491483550435598,0.010547658909337999,0.05563703914098357,0.5389069418261532
intent_com.qihoo.appstore.launcher.shortcut.HOME_GAME,1,0.15502441107143772,0.19034504319676665,452.8,223.55437817229168,"mutual_information, pearson_r, entropy_reduction_ratio",0.0,0.40891421406317224,0.0,0.0,0.36620784129401635
intent_com.qihoo.commonreceiver.ARRIVED,1,0.15387907750312968,0.1888250661259639,453.0,223.16451330800783,"mutual_information, pearson_r, entropy_reduction_ratio",0.0,0.40318754622163205,0.0,0.0,0.36620784129401635
